user_id,transaction_time,transaction_id,total_value
z7nnxaby2783hw8k,2024-02-20 22:46:13,z7nnxaby2783hw8k_83,14.99
z7nnxaby2783hw8k,2024-03-03 22:46:13,z7nnxaby2783hw8k_84,9.99
z7nnxaby2783hw8k,2024-02-29 22:46:13,z7nnxaby2783hw8k_85,4.99
z7nnxaby2783hw8k,2024-02-20 22:46:13,z7nnxaby2783hw8k_86,49.99
4752yejbmy5yt9sc,2024-01-29 12:54:17,4752yejbmy5yt9sc_87,4.99
ffc9134hnbeqy51b,2024-05-08 02:52:52,ffc9134hnbeqy51b_88,4.99
ffc9134hnbeqy51b,2024-04-24 02:52:52,ffc9134hnbeqy51b_89,9.99
ffc9134hnbeqy51b,2024-04-18 02:52:52,ffc9134hnbeqy51b_90,9.99
ffc9134hnbeqy51b,2024-05-03 02:52:52,ffc9134hnbeqy51b_91,4.99
ffc9134hnbeqy51b,2024-04-11 02:52:52,ffc9134hnbeqy51b_92,14.99
ffc9134hnbeqy51b,2024-04-08 02:52:52,ffc9134hnbeqy51b_93,4.99
ip3f52ksbtsguzbk,2024-04-08 12:37:47,ip3f52ksbtsguzbk_94,9.99
ip3f52ksbtsguzbk,2024-05-01 12:37:47,ip3f52ksbtsguzbk_95,9.99
io3qjfssc4dcat9w,2024-01-27 08:18:15,io3qjfssc4dcat9w_96,9.99
4nu7e53ju7vdc4d9,2024-01-11 13:29:55,4nu7e53ju7vdc4d9_97,9.99
4nu7e53ju7vdc4d9,2024-02-08 13:29:55,4nu7e53ju7vdc4d9_98,9.99
cxwwofs7plar15bv,2024-03-12 19:28:42,cxwwofs7plar15bv_99,4.99
6jngpvqlh1wklvpp,2024-01-27 12:44:09,6jngpvqlh1wklvpp_100,9.99
6jngpvqlh1wklvpp,2024-02-19 12:44:09,6jngpvqlh1wklvpp_101,4.99
6jngpvqlh1wklvpp,2024-02-20 12:44:09,6jngpvqlh1wklvpp_102,49.99
6jngpvqlh1wklvpp,2024-01-24 12:44:09,6jngpvqlh1wklvpp_103,99.99
6jngpvqlh1wklvpp,2024-02-12 12:44:09,6jngpvqlh1wklvpp_104,4.99
6jngpvqlh1wklvpp,2024-01-25 12:44:09,6jngpvqlh1wklvpp_105,4.99
6jngpvqlh1wklvpp,2024-01-27 12:44:09,6jngpvqlh1wklvpp_106,9.99
6jngpvqlh1wklvpp,2024-02-15 12:44:09,6jngpvqlh1wklvpp_107,4.99
48nldqxsr493yjk5,2024-02-09 18:18:12,48nldqxsr493yjk5_108,99.99
48nldqxsr493yjk5,2024-01-20 18:18:12,48nldqxsr493yjk5_109,4.99
48nldqxsr493yjk5,2024-01-26 18:18:12,48nldqxsr493yjk5_110,99.99
48nldqxsr493yjk5,2024-02-08 18:18:12,48nldqxsr493yjk5_111,99.99
48nldqxsr493yjk5,2024-01-30 18:18:12,48nldqxsr493yjk5_112,14.99
48nldqxsr493yjk5,2024-01-31 18:18:12,48nldqxsr493yjk5_113,49.99
ro3ph89syeji46vx,2024-01-18 01:07:04,ro3ph89syeji46vx_114,14.99
t5q7tyd62tgmec2m,2024-01-26 16:47:34,t5q7tyd62tgmec2m_115,49.99
t5q7tyd62tgmec2m,2024-01-16 16:47:34,t5q7tyd62tgmec2m_116,14.99
t5q7tyd62tgmec2m,2024-02-12 16:47:34,t5q7tyd62tgmec2m_117,14.99
zc6e12974x5pupe7,2024-03-31 18:18:07,zc6e12974x5pupe7_118,99.99
zc6e12974x5pupe7,2024-04-12 18:18:07,zc6e12974x5pupe7_119,49.99
zc6e12974x5pupe7,2024-04-07 18:18:07,zc6e12974x5pupe7_120,49.99
zc6e12974x5pupe7,2024-04-14 18:18:07,zc6e12974x5pupe7_121,49.99
zc6e12974x5pupe7,2024-04-08 18:18:07,zc6e12974x5pupe7_122,4.99
zc6e12974x5pupe7,2024-04-25 18:18:07,zc6e12974x5pupe7_123,99.99
zc6e12974x5pupe7,2024-04-10 18:18:07,zc6e12974x5pupe7_124,14.99
zc6e12974x5pupe7,2024-04-06 18:18:07,zc6e12974x5pupe7_125,49.99
zc6e12974x5pupe7,2024-04-24 18:18:07,zc6e12974x5pupe7_126,49.99
81p2pui23rm8hrda,2024-02-07 16:37:02,81p2pui23rm8hrda_127,9.99
81p2pui23rm8hrda,2024-02-25 16:37:02,81p2pui23rm8hrda_128,49.99
81p2pui23rm8hrda,2024-02-24 16:37:02,81p2pui23rm8hrda_129,49.99
81p2pui23rm8hrda,2024-01-31 16:37:02,81p2pui23rm8hrda_130,4.99
qxff56z6zpm79t2q,2024-03-31 09:56:44,qxff56z6zpm79t2q_131,4.99
qxff56z6zpm79t2q,2024-04-05 09:56:44,qxff56z6zpm79t2q_132,49.99
qxff56z6zpm79t2q,2024-04-18 09:56:44,qxff56z6zpm79t2q_133,9.99
qxff56z6zpm79t2q,2024-04-29 09:56:44,qxff56z6zpm79t2q_134,99.99
qxff56z6zpm79t2q,2024-04-27 09:56:44,qxff56z6zpm79t2q_135,4.99
0284oz6myz3ojawv,2024-01-28 05:25:35,0284oz6myz3ojawv_136,14.99
0284oz6myz3ojawv,2024-02-22 05:25:35,0284oz6myz3ojawv_137,99.99
0284oz6myz3ojawv,2024-01-31 05:25:35,0284oz6myz3ojawv_138,99.99
0284oz6myz3ojawv,2024-02-04 05:25:35,0284oz6myz3ojawv_139,9.99
0284oz6myz3ojawv,2024-02-23 05:25:35,0284oz6myz3ojawv_140,99.99
hc1ke2a4pe6sdzab,2024-04-14 18:27:19,hc1ke2a4pe6sdzab_141,9.99
ym6hq5o5pyrchd3b,2024-04-01 11:41:47,ym6hq5o5pyrchd3b_142,9.99
ym6hq5o5pyrchd3b,2024-04-09 11:41:47,ym6hq5o5pyrchd3b_143,99.99
ym6hq5o5pyrchd3b,2024-04-06 11:41:47,ym6hq5o5pyrchd3b_144,14.99
ym6hq5o5pyrchd3b,2024-04-13 11:41:47,ym6hq5o5pyrchd3b_145,99.99
ym6hq5o5pyrchd3b,2024-04-01 11:41:47,ym6hq5o5pyrchd3b_146,99.99
ym6hq5o5pyrchd3b,2024-04-18 11:41:47,ym6hq5o5pyrchd3b_147,4.99
ym6hq5o5pyrchd3b,2024-03-26 11:41:47,ym6hq5o5pyrchd3b_148,9.99
ym6hq5o5pyrchd3b,2024-03-25 11:41:47,ym6hq5o5pyrchd3b_149,49.99
ym6hq5o5pyrchd3b,2024-03-25 11:41:47,ym6hq5o5pyrchd3b_150,9.99
ym6hq5o5pyrchd3b,2024-04-17 11:41:47,ym6hq5o5pyrchd3b_151,4.99
oqd65uoh6e91t8ox,2024-01-31 10:20:06,oqd65uoh6e91t8ox_152,14.99
oqd65uoh6e91t8ox,2024-01-22 10:20:06,oqd65uoh6e91t8ox_153,14.99
oqd65uoh6e91t8ox,2024-01-11 10:20:06,oqd65uoh6e91t8ox_154,99.99
oqd65uoh6e91t8ox,2024-01-20 10:20:06,oqd65uoh6e91t8ox_155,9.99
oqd65uoh6e91t8ox,2024-01-28 10:20:06,oqd65uoh6e91t8ox_156,4.99
oqd65uoh6e91t8ox,2024-01-02 10:20:06,oqd65uoh6e91t8ox_157,99.99
soy1t8tlrj15ywc2,2024-01-25 16:02:48,soy1t8tlrj15ywc2_158,14.99
soy1t8tlrj15ywc2,2024-02-07 16:02:48,soy1t8tlrj15ywc2_159,4.99
5vit6poykonn0gew,2024-03-08 11:01:47,5vit6poykonn0gew_160,4.99
5vit6poykonn0gew,2024-03-29 11:01:47,5vit6poykonn0gew_161,99.99
5vit6poykonn0gew,2024-03-28 11:01:47,5vit6poykonn0gew_162,99.99
it9m5ugmbud8pl9r,2024-03-06 07:23:34,it9m5ugmbud8pl9r_163,9.99
f76obzgdt0cxgkza,2024-03-01 09:27:31,f76obzgdt0cxgkza_164,9.99
f76obzgdt0cxgkza,2024-02-07 09:27:31,f76obzgdt0cxgkza_165,99.99
f76obzgdt0cxgkza,2024-03-04 09:27:31,f76obzgdt0cxgkza_166,99.99
f76obzgdt0cxgkza,2024-02-27 09:27:31,f76obzgdt0cxgkza_167,4.99
g3c0pcborp1jcoue,2024-03-18 23:53:38,g3c0pcborp1jcoue_168,99.99
g3c0pcborp1jcoue,2024-03-28 23:53:38,g3c0pcborp1jcoue_169,14.99
g3c0pcborp1jcoue,2024-03-16 23:53:38,g3c0pcborp1jcoue_170,9.99
g3c0pcborp1jcoue,2024-03-14 23:53:38,g3c0pcborp1jcoue_171,99.99
g3c0pcborp1jcoue,2024-03-13 23:53:38,g3c0pcborp1jcoue_172,99.99
j7j81gjfbpbzt28x,2024-04-13 18:20:45,j7j81gjfbpbzt28x_173,49.99
4mefp1lvudpmep3p,2024-03-07 16:05:32,4mefp1lvudpmep3p_174,9.99
4mefp1lvudpmep3p,2024-03-11 16:05:32,4mefp1lvudpmep3p_175,14.99
4mefp1lvudpmep3p,2024-03-12 16:05:32,4mefp1lvudpmep3p_176,9.99
4mefp1lvudpmep3p,2024-04-03 16:05:32,4mefp1lvudpmep3p_177,99.99
4mefp1lvudpmep3p,2024-03-20 16:05:32,4mefp1lvudpmep3p_178,99.99
n9kkjxm8exoaq9jv,2024-04-20 10:21:17,n9kkjxm8exoaq9jv_179,49.99
n9kkjxm8exoaq9jv,2024-04-27 10:21:17,n9kkjxm8exoaq9jv_180,49.99
n9kkjxm8exoaq9jv,2024-04-15 10:21:17,n9kkjxm8exoaq9jv_181,49.99
n9kkjxm8exoaq9jv,2024-04-21 10:21:17,n9kkjxm8exoaq9jv_182,49.99
n9kkjxm8exoaq9jv,2024-04-30 10:21:17,n9kkjxm8exoaq9jv_183,14.99
n9kkjxm8exoaq9jv,2024-05-09 10:21:17,n9kkjxm8exoaq9jv_184,9.99
8rs88sx4q4q13btz,2024-03-08 09:14:59,8rs88sx4q4q13btz_185,9.99
8rs88sx4q4q13btz,2024-04-02 09:14:59,8rs88sx4q4q13btz_186,99.99
8rs88sx4q4q13btz,2024-03-12 09:14:59,8rs88sx4q4q13btz_187,49.99
8rs88sx4q4q13btz,2024-03-17 09:14:59,8rs88sx4q4q13btz_188,9.99
8rs88sx4q4q13btz,2024-03-18 09:14:59,8rs88sx4q4q13btz_189,4.99
8rs88sx4q4q13btz,2024-03-13 09:14:59,8rs88sx4q4q13btz_190,9.99
8rs88sx4q4q13btz,2024-03-23 09:14:59,8rs88sx4q4q13btz_191,4.99
8rs88sx4q4q13btz,2024-03-03 09:14:59,8rs88sx4q4q13btz_192,49.99
8rs88sx4q4q13btz,2024-03-30 09:14:59,8rs88sx4q4q13btz_193,99.99
8rs88sx4q4q13btz,2024-03-07 09:14:59,8rs88sx4q4q13btz_194,49.99
gwapo0g7pw2nxmr4,2024-04-22 22:02:09,gwapo0g7pw2nxmr4_195,9.99
4sjzbl4rxd11gq59,2024-03-29 07:02:30,4sjzbl4rxd11gq59_196,49.99
4sjzbl4rxd11gq59,2024-03-22 07:02:30,4sjzbl4rxd11gq59_197,14.99
4sjzbl4rxd11gq59,2024-03-06 07:02:30,4sjzbl4rxd11gq59_198,9.99
qus26rq0ebo6umlv,2024-02-29 23:01:28,qus26rq0ebo6umlv_199,49.99
qus26rq0ebo6umlv,2024-02-25 23:01:28,qus26rq0ebo6umlv_200,4.99
qus26rq0ebo6umlv,2024-03-16 23:01:28,qus26rq0ebo6umlv_201,4.99
qus26rq0ebo6umlv,2024-02-28 23:01:28,qus26rq0ebo6umlv_202,49.99
qus26rq0ebo6umlv,2024-03-15 23:01:28,qus26rq0ebo6umlv_203,4.99
qus26rq0ebo6umlv,2024-02-27 23:01:28,qus26rq0ebo6umlv_204,14.99
qus26rq0ebo6umlv,2024-02-16 23:01:28,qus26rq0ebo6umlv_205,49.99
qus26rq0ebo6umlv,2024-03-02 23:01:28,qus26rq0ebo6umlv_206,99.99
qus26rq0ebo6umlv,2024-03-14 23:01:28,qus26rq0ebo6umlv_207,49.99
qus26rq0ebo6umlv,2024-02-19 23:01:28,qus26rq0ebo6umlv_208,99.99
dz47wp8t8g97r0er,2024-02-17 11:19:41,dz47wp8t8g97r0er_209,14.99
dz47wp8t8g97r0er,2024-02-21 11:19:41,dz47wp8t8g97r0er_210,9.99
dz47wp8t8g97r0er,2024-02-27 11:19:41,dz47wp8t8g97r0er_211,49.99
g4qi1v118v3zuuls,2024-02-14 12:02:31,g4qi1v118v3zuuls_212,14.99
g4qi1v118v3zuuls,2024-02-23 12:02:31,g4qi1v118v3zuuls_213,49.99
g4qi1v118v3zuuls,2024-02-13 12:02:31,g4qi1v118v3zuuls_214,99.99
g4qi1v118v3zuuls,2024-03-01 12:02:31,g4qi1v118v3zuuls_215,9.99
gqm08nl4z89o7i9d,2024-04-08 11:43:29,gqm08nl4z89o7i9d_216,4.99
gqm08nl4z89o7i9d,2024-04-19 11:43:29,gqm08nl4z89o7i9d_217,99.99
vqqyize3l47my406,2024-03-16 19:40:21,vqqyize3l47my406_218,4.99
q37ooegw48r2afmh,2024-03-23 03:05:26,q37ooegw48r2afmh_219,9.99
040wyxx6q7etriff,2024-04-14 23:22:02,040wyxx6q7etriff_220,99.99
n0txsbg0dc5zhhz6,2024-03-30 09:45:59,n0txsbg0dc5zhhz6_221,99.99
haasgidwswseh114,2024-03-02 05:41:48,haasgidwswseh114_222,14.99
haasgidwswseh114,2024-02-23 05:41:48,haasgidwswseh114_223,4.99
haasgidwswseh114,2024-02-09 05:41:48,haasgidwswseh114_224,99.99
haasgidwswseh114,2024-02-13 05:41:48,haasgidwswseh114_225,9.99
haasgidwswseh114,2024-02-26 05:41:48,haasgidwswseh114_226,4.99
haasgidwswseh114,2024-02-11 05:41:48,haasgidwswseh114_227,9.99
haasgidwswseh114,2024-02-11 05:41:48,haasgidwswseh114_228,14.99
haasgidwswseh114,2024-03-07 05:41:48,haasgidwswseh114_229,99.99
haasgidwswseh114,2024-02-14 05:41:48,haasgidwswseh114_230,14.99
bp3lwz7hob6gbh7j,2024-03-10 21:17:26,bp3lwz7hob6gbh7j_231,4.99
7rq23se1e6cmnx2s,2024-05-02 20:36:05,7rq23se1e6cmnx2s_232,9.99
hz3ey7uce5sr22vs,2024-03-18 10:03:16,hz3ey7uce5sr22vs_233,99.99
hz3ey7uce5sr22vs,2024-03-22 10:03:16,hz3ey7uce5sr22vs_234,49.99
hz3ey7uce5sr22vs,2024-03-23 10:03:16,hz3ey7uce5sr22vs_235,99.99
hz3ey7uce5sr22vs,2024-03-11 10:03:16,hz3ey7uce5sr22vs_236,4.99
hz3ey7uce5sr22vs,2024-03-30 10:03:16,hz3ey7uce5sr22vs_237,49.99
hz3ey7uce5sr22vs,2024-04-08 10:03:16,hz3ey7uce5sr22vs_238,99.99
hz3ey7uce5sr22vs,2024-03-18 10:03:16,hz3ey7uce5sr22vs_239,9.99
hz3ey7uce5sr22vs,2024-04-06 10:03:16,hz3ey7uce5sr22vs_240,4.99
o2pvcpjii0pkjza9,2024-04-06 04:39:45,o2pvcpjii0pkjza9_241,4.99
o2pvcpjii0pkjza9,2024-04-01 04:39:45,o2pvcpjii0pkjza9_242,99.99
o2pvcpjii0pkjza9,2024-04-11 04:39:45,o2pvcpjii0pkjza9_243,4.99
o2pvcpjii0pkjza9,2024-03-28 04:39:45,o2pvcpjii0pkjza9_244,4.99
o2pvcpjii0pkjza9,2024-04-07 04:39:45,o2pvcpjii0pkjza9_245,9.99
o2pvcpjii0pkjza9,2024-03-24 04:39:45,o2pvcpjii0pkjza9_246,14.99
o2pvcpjii0pkjza9,2024-03-19 04:39:45,o2pvcpjii0pkjza9_247,49.99
tkbi5dzxbfgzl1so,2024-05-08 21:24:01,tkbi5dzxbfgzl1so_248,14.99
0gk0d4by9fw179gx,2024-01-30 08:26:41,0gk0d4by9fw179gx_249,49.99
0gk0d4by9fw179gx,2024-02-21 08:26:41,0gk0d4by9fw179gx_250,99.99
0gk0d4by9fw179gx,2024-02-26 08:26:41,0gk0d4by9fw179gx_251,14.99
0gk0d4by9fw179gx,2024-02-20 08:26:41,0gk0d4by9fw179gx_252,14.99
0gk0d4by9fw179gx,2024-02-11 08:26:41,0gk0d4by9fw179gx_253,4.99
0gk0d4by9fw179gx,2024-02-20 08:26:41,0gk0d4by9fw179gx_254,99.99
eojg4l7y21ciaoto,2024-04-29 00:49:00,eojg4l7y21ciaoto_255,9.99
eojg4l7y21ciaoto,2024-04-29 00:49:00,eojg4l7y21ciaoto_256,49.99
eojg4l7y21ciaoto,2024-04-13 00:49:00,eojg4l7y21ciaoto_257,49.99
eojg4l7y21ciaoto,2024-04-11 00:49:00,eojg4l7y21ciaoto_258,9.99
eojg4l7y21ciaoto,2024-05-04 00:49:00,eojg4l7y21ciaoto_259,49.99
8gy8sbybe82z6q2a,2024-04-22 19:47:23,8gy8sbybe82z6q2a_260,99.99
8gy8sbybe82z6q2a,2024-05-07 19:47:23,8gy8sbybe82z6q2a_261,49.99
8gy8sbybe82z6q2a,2024-05-07 19:47:23,8gy8sbybe82z6q2a_262,99.99
8gy8sbybe82z6q2a,2024-04-27 19:47:23,8gy8sbybe82z6q2a_263,9.99
7dethfxrou725yea,2024-03-23 22:25:58,7dethfxrou725yea_264,49.99
7dethfxrou725yea,2024-02-24 22:25:58,7dethfxrou725yea_265,14.99
7dethfxrou725yea,2024-03-03 22:25:58,7dethfxrou725yea_266,4.99
8ij37s7q4iftsvt9,2024-04-26 10:04:15,8ij37s7q4iftsvt9_267,4.99
8ij37s7q4iftsvt9,2024-04-21 10:04:15,8ij37s7q4iftsvt9_268,49.99
8ij37s7q4iftsvt9,2024-05-01 10:04:15,8ij37s7q4iftsvt9_269,14.99
8ij37s7q4iftsvt9,2024-04-05 10:04:15,8ij37s7q4iftsvt9_270,99.99
8ij37s7q4iftsvt9,2024-04-03 10:04:15,8ij37s7q4iftsvt9_271,9.99
8ij37s7q4iftsvt9,2024-04-24 10:04:15,8ij37s7q4iftsvt9_272,99.99
8ij37s7q4iftsvt9,2024-04-14 10:04:15,8ij37s7q4iftsvt9_273,49.99
sf269m3vhvow3ca2,2024-02-04 05:04:46,sf269m3vhvow3ca2_274,49.99
sf269m3vhvow3ca2,2024-01-26 05:04:46,sf269m3vhvow3ca2_275,49.99
sf269m3vhvow3ca2,2024-01-25 05:04:46,sf269m3vhvow3ca2_276,49.99
sf269m3vhvow3ca2,2024-02-01 05:04:46,sf269m3vhvow3ca2_277,14.99
sf269m3vhvow3ca2,2024-01-19 05:04:46,sf269m3vhvow3ca2_278,49.99
sf269m3vhvow3ca2,2024-02-02 05:04:46,sf269m3vhvow3ca2_279,49.99
sf269m3vhvow3ca2,2024-01-21 05:04:46,sf269m3vhvow3ca2_280,99.99
sf269m3vhvow3ca2,2024-02-13 05:04:46,sf269m3vhvow3ca2_281,49.99
sf269m3vhvow3ca2,2024-01-19 05:04:46,sf269m3vhvow3ca2_282,14.99
tad4fwz56ystj0vr,2024-03-10 06:34:07,tad4fwz56ystj0vr_283,49.99
cflynf6xdoaf2mjh,2024-02-14 23:30:56,cflynf6xdoaf2mjh_284,4.99
kcf0pyn91cf4rd5o,2024-04-28 11:50:38,kcf0pyn91cf4rd5o_285,14.99
kcf0pyn91cf4rd5o,2024-05-07 11:50:38,kcf0pyn91cf4rd5o_286,99.99
eoeka8nxoxo6p6z0,2024-05-04 07:19:13,eoeka8nxoxo6p6z0_287,4.99
eoeka8nxoxo6p6z0,2024-04-19 07:19:13,eoeka8nxoxo6p6z0_288,14.99
eoeka8nxoxo6p6z0,2024-04-13 07:19:13,eoeka8nxoxo6p6z0_289,14.99
2pre24qmmjwt8vnu,2024-04-04 18:27:08,2pre24qmmjwt8vnu_290,99.99
2pre24qmmjwt8vnu,2024-04-25 18:27:08,2pre24qmmjwt8vnu_291,49.99
2pre24qmmjwt8vnu,2024-05-02 18:27:08,2pre24qmmjwt8vnu_292,49.99
2pre24qmmjwt8vnu,2024-04-11 18:27:08,2pre24qmmjwt8vnu_293,9.99
